dataset,filename,setting,psnr,ssim,lpips
LSUI,4007.jpg,Uniform guide,13.378714561462402,0.5892861485481262,0.3980775475502014
LSUI,4008.jpg,Uniform guide,18.853330612182617,0.800747811794281,0.28075480461120605
LSUI,4007.jpg,Raw-input guide,18.543506622314453,0.8668236136436462,0.13564355671405792
LSUI,4008.jpg,Raw-input guide,30.400516510009766,0.9201174378395081,0.07723181694746017
LSUI,4007.jpg,Cross-image guide,18.910701751708984,0.8586525321006775,0.14260274171829224
LSUI,4008.jpg,Cross-image guide,26.685991287231445,0.9117844104766846,0.08601976931095123
LSUI,4007.jpg,Full spatial guide,18.392532348632812,0.8606508374214172,0.13857577741146088
LSUI,4008.jpg,Full spatial guide,30.385282516479492,0.9200773239135742,0.0772060975432396
LSUI,4009.jpg,Zero guide,26.083606719970703,0.8856343626976013,0.0663008987903595
LSUI,4010.jpg,Zero guide,27.33644676208496,0.9267973303794861,0.12419235706329346
LSUI,4009.jpg,Uniform guide,22.401151657104492,0.8424260020256042,0.10385201871395111
LSUI,4010.jpg,Uniform guide,23.937395095825195,0.8611614108085632,0.18384850025177002
LSUI,4009.jpg,Raw-input guide,27.646148681640625,0.881446361541748,0.0500979945063591
LSUI,4010.jpg,Raw-input guide,28.237831115722656,0.9286354184150696,0.09039974957704544
LSUI,4009.jpg,Cross-image guide,26.739078521728516,0.8823745846748352,0.055086079984903336
LSUI,4010.jpg,Cross-image guide,27.63058853149414,0.9276146292686462,0.09922995418310165
LSUI,4009.jpg,Full spatial guide,27.63322639465332,0.8812348246574402,0.05023827403783798
LSUI,4010.jpg,Full spatial guide,28.21108055114746,0.9285521507263184,0.09053130447864532
LSUI,4011.jpg,Zero guide,23.96688461303711,0.884720504283905,0.13929930329322815
LSUI,4012.jpg,Zero guide,29.08565902709961,0.9219803214073181,0.1617565155029297
LSUI,4011.jpg,Uniform guide,21.02682113647461,0.7969701290130615,0.23988257348537445
LSUI,4012.jpg,Uniform guide,18.290178298950195,0.8063824772834778,0.336950421333313
LSUI,4011.jpg,Raw-input guide,27.87421989440918,0.9059677124023438,0.086798757314682
LSUI,4012.jpg,Raw-input guide,30.0380859375,0.9315798878669739,0.08039374649524689
LSUI,4011.jpg,Cross-image guide,27.32377815246582,0.9046047329902649,0.09412765502929688
LSUI,4012.jpg,Cross-image guide,30.068483352661133,0.9308368563652039,0.0821434035897255
LSUI,4011.jpg,Full spatial guide,27.908802032470703,0.9061538577079773,0.08692200481891632
LSUI,4012.jpg,Full spatial guide,30.19712257385254,0.9319131374359131,0.0792289674282074
LSUI,4013.jpg,Zero guide,26.449691772460938,0.9303908348083496,0.12621931731700897
LSUI,4014.jpg,Zero guide,25.90511703491211,0.8864369988441467,0.16560779511928558
LSUI,4013.jpg,Uniform guide,25.548690795898438,0.8959586024284363,0.200850248336792
LSUI,4014.jpg,Uniform guide,24.191816329956055,0.9070752263069153,0.1434382200241089
LSUI,4013.jpg,Raw-input guide,26.519163131713867,0.9295879006385803,0.08425239473581314
LSUI,4014.jpg,Raw-input guide,30.954010009765625,0.9284370541572571,0.08389797806739807
LSUI,4013.jpg,Cross-image guide,27.604467391967773,0.932745635509491,0.09217554330825806
LSUI,4014.jpg,Cross-image guide,29.46866798400879,0.9174731373786926,0.09455536305904388
LSUI,4013.jpg,Full spatial guide,26.56618309020996,0.9298272728919983,0.08477169275283813
LSUI,4014.jpg,Full spatial guide,30.727596282958984,0.9312899708747864,0.08504436910152435
LSUI,4015.jpg,Zero guide,26.027585983276367,0.9278542995452881,0.1218450739979744
LSUI,4016.jpg,Zero guide,26.803794860839844,0.9288830757141113,0.06763564795255661
LSUI,4015.jpg,Uniform guide,22.832735061645508,0.8528826236724854,0.21422751247882843
LSUI,4016.jpg,Uniform guide,24.61992073059082,0.9089623093605042,0.09483763575553894
LSUI,4015.jpg,Raw-input guide,30.127273559570312,0.9453464150428772,0.056425899267196655
LSUI,4016.jpg,Raw-input guide,29.567394256591797,0.862315833568573,0.04107653349637985
LSUI,4015.jpg,Cross-image guide,27.803653717041016,0.923830509185791,0.06366986036300659
LSUI,4016.jpg,Cross-image guide,30.853843688964844,0.9050917625427246,0.04013276845216751
LSUI,4015.jpg,Full spatial guide,30.151386260986328,0.9454705119132996,0.05611719563603401
LSUI,4016.jpg,Full spatial guide,29.514562606811523,0.8620297312736511,0.04100304841995239
LSUI,4017.jpg,Zero guide,24.819408416748047,0.867450475692749,0.11578145623207092
LSUI,4018.jpg,Zero guide,25.980310440063477,0.8536970615386963,0.14953407645225525
LSUI,4017.jpg,Uniform guide,24.939794540405273,0.9050213694572449,0.0730694979429245
LSUI,4018.jpg,Uniform guide,17.37520408630371,0.702703058719635,0.30087530612945557
LSUI,4017.jpg,Raw-input guide,30.996116638183594,0.9399681091308594,0.05132990702986717
LSUI,4018.jpg,Raw-input guide,29.871023178100586,0.8902625441551208,0.10154713690280914
LSUI,4017.jpg,Cross-image guide,30.693561553955078,0.9332112669944763,0.05446920916438103
LSUI,4018.jpg,Cross-image guide,28.014938354492188,0.8791974186897278,0.10281236469745636
LSUI,4017.jpg,Full spatial guide,30.987781524658203,0.9396917819976807,0.051572222262620926
LSUI,4018.jpg,Full spatial guide,29.831745147705078,0.8902792930603027,0.10133109241724014
LSUI,4019.jpg,Zero guide,28.558849334716797,0.954484224319458,0.08733439445495605
LSUI,4020.jpg,Zero guide,26.211265563964844,0.9279435276985168,0.0964052602648735
LSUI,4019.jpg,Uniform guide,27.58577537536621,0.9494113922119141,0.07906905561685562
LSUI,4020.jpg,Uniform guide,24.536020278930664,0.8763885498046875,0.12240536510944366
LSUI,4019.jpg,Raw-input guide,29.79901123046875,0.9540769457817078,0.05327161028981209
LSUI,4020.jpg,Raw-input guide,30.092376708984375,0.9311047196388245,0.040862519294023514
LSUI,4019.jpg,Cross-image guide,28.836177825927734,0.9476544260978699,0.05350905656814575
LSUI,4020.jpg,Cross-image guide,28.928518295288086,0.9057385325431824,0.0451909564435482
LSUI,4019.jpg,Full spatial guide,29.806575775146484,0.9540829062461853,0.053201042115688324
LSUI,4020.jpg,Full spatial guide,30.08806037902832,0.9314939975738525,0.040696755051612854
LSUI,4021.jpg,Zero guide,22.638671875,0.7993051409721375,0.0712507963180542
LSUI,4022.jpg,Zero guide,26.504684448242188,0.9297377467155457,0.1027032732963562
LSUI,4021.jpg,Uniform guide,24.732784271240234,0.8442046046257019,0.046929970383644104
LSUI,4022.jpg,Uniform guide,26.268203735351562,0.9338502883911133,0.08358266949653625
LSUI,4021.jpg,Raw-input guide,31.061227798461914,0.8735222220420837,0.02893267385661602
LSUI,4022.jpg,Raw-input guide,29.78572654724121,0.9399480819702148,0.059409260749816895
LSUI,4021.jpg,Cross-image guide,25.54251480102539,0.8069655299186707,0.04536160081624985
LSUI,4022.jpg,Cross-image guide,27.062232971191406,0.9324914813041687,0.0622267872095108
LSUI,4021.jpg,Full spatial guide,31.10542106628418,0.8715484738349915,0.02879537083208561
LSUI,4022.jpg,Full spatial guide,30.05693244934082,0.9403803944587708,0.05940953642129898
LSUI,4023.jpg,Zero guide,27.872406005859375,0.9290702939033508,0.1076720654964447
LSUI,4024.jpg,Zero guide,26.251222610473633,0.9242923855781555,0.10555750876665115
LSUI,4023.jpg,Uniform guide,18.266979217529297,0.7977151274681091,0.19121100008487701
LSUI,4024.jpg,Uniform guide,23.944149017333984,0.8904349207878113,0.19496744871139526
LSUI,4023.jpg,Raw-input guide,30.533802032470703,0.9370086789131165,0.06076076254248619
LSUI,4024.jpg,Raw-input guide,31.029598236083984,0.9413959980010986,0.062267545610666275
LSUI,4023.jpg,Cross-image guide,30.927284240722656,0.936962366104126,0.05810839682817459
LSUI,4024.jpg,Cross-image guide,28.866235733032227,0.9408684372901917,0.07062500715255737
LSUI,4023.jpg,Full spatial guide,30.528949737548828,0.9368651509284973,0.06039835512638092
LSUI,4024.jpg,Full spatial guide,31.02269172668457,0.9412896633148193,0.06230681389570236
LSUI,4025.jpg,Zero guide,24.00417709350586,0.9246676564216614,0.13451100885868073
LSUI,4026.jpg,Zero guide,23.177356719970703,0.9031317234039307,0.1328447461128235
LSUI,4025.jpg,Uniform guide,20.012496948242188,0.8505905270576477,0.29094940423965454
LSUI,4026.jpg,Uniform guide,28.97081756591797,0.9129241108894348,0.09912768006324768
LSUI,4025.jpg,Raw-input guide,28.300979614257812,0.9356128573417664,0.0770362988114357
LSUI,4026.jpg,Raw-input guide,28.53175163269043,0.9143378138542175,0.08551937341690063
LSUI,4025.jpg,Cross-image guide,28.610980987548828,0.936176598072052,0.08783391118049622
LSUI,4026.jpg,Cross-image guide,27.495859146118164,0.9128865599632263,0.08251918852329254
LSUI,4025.jpg,Full spatial guide,28.643306732177734,0.9362786412239075,0.07468704879283905
LSUI,4026.jpg,Full spatial guide,28.40699005126953,0.914283037185669,0.08625802397727966
LSUI,4027.jpg,Zero guide,23.250267028808594,0.9006184935569763,0.13361257314682007
LSUI,4028.jpg,Zero guide,21.95029067993164,0.9036262631416321,0.19152343273162842
LSUI,4027.jpg,Uniform guide,19.094751358032227,0.7967908978462219,0.27973073720932007
LSUI,4028.jpg,Uniform guide,19.88440704345703,0.8928243517875671,0.21120360493659973
LSUI,4027.jpg,Raw-input guide,26.766468048095703,0.9058045744895935,0.08467510342597961
LSUI,4028.jpg,Raw-input guide,22.962772369384766,0.9086203575134277,0.10698011517524719
LSUI,4027.jpg,Cross-image guide,26.115222930908203,0.915708601474762,0.08744311332702637
LSUI,4028.jpg,Cross-image guide,22.143707275390625,0.9047253727912903,0.1674230992794037
LSUI,4027.jpg,Full spatial guide,26.81649398803711,0.9061533808708191,0.08464492857456207
LSUI,4028.jpg,Full spatial guide,22.88292694091797,0.9086529612541199,0.10886488854885101
LSUI,4029.jpg,Zero guide,23.575576782226562,0.9082090258598328,0.12842653691768646
LSUI,4030.jpg,Zero guide,23.257360458374023,0.8904640674591064,0.16813905537128448
LSUI,4029.jpg,Uniform guide,22.899486541748047,0.9177241325378418,0.14625558257102966
LSUI,4030.jpg,Uniform guide,22.528579711914062,0.8519666194915771,0.21657884120941162
LSUI,4029.jpg,Raw-input guide,30.484291076660156,0.9443876147270203,0.049482621252536774
LSUI,4030.jpg,Raw-input guide,30.200824737548828,0.9229019284248352,0.09609204530715942
LSUI,4029.jpg,Cross-image guide,29.023208618164062,0.942206859588623,0.053461868315935135
LSUI,4030.jpg,Cross-image guide,30.669872283935547,0.9211928844451904,0.09650077670812607
LSUI,4029.jpg,Full spatial guide,30.44152069091797,0.9444246888160706,0.049469999969005585
LSUI,4030.jpg,Full spatial guide,30.20819854736328,0.9228846430778503,0.09598462283611298
LSUI,4031.jpg,Zero guide,26.586292266845703,0.8997568488121033,0.16845135390758514
LSUI,4032.jpg,Zero guide,25.220104217529297,0.9354979395866394,0.05534575134515762
LSUI,4031.jpg,Uniform guide,22.93036651611328,0.891308069229126,0.15939462184906006
LSUI,4032.jpg,Uniform guide,24.549327850341797,0.9352201819419861,0.05046530440449715
LSUI,4031.jpg,Raw-input guide,30.7869815826416,0.9270351529121399,0.0859813541173935
LSUI,4032.jpg,Raw-input guide,28.11496925354004,0.9519087672233582,0.03284868597984314
LSUI,4031.jpg,Cross-image guide,29.857759475708008,0.9209465980529785,0.08710240572690964
LSUI,4032.jpg,Cross-image guide,27.41717529296875,0.9490265846252441,0.03856697306036949
LSUI,4031.jpg,Full spatial guide,30.867233276367188,0.9272579550743103,0.08695528656244278
LSUI,4032.jpg,Full spatial guide,28.088153839111328,0.9518280029296875,0.03302694857120514
LSUI,4033.jpg,Zero guide,17.868579864501953,0.7610952258110046,0.12570001184940338
LSUI,4034.jpg,Zero guide,28.28973388671875,0.9382936358451843,0.10504253953695297
LSUI,4033.jpg,Uniform guide,16.143667221069336,0.6938603520393372,0.21152907609939575
LSUI,4034.jpg,Uniform guide,22.89068031311035,0.8627964854240417,0.2212788462638855
LSUI,4033.jpg,Raw-input guide,25.727569580078125,0.8996067047119141,0.0648406445980072
LSUI,4034.jpg,Raw-input guide,29.66762924194336,0.9415555000305176,0.06162619590759277
LSUI,4033.jpg,Cross-image guide,19.55620002746582,0.8072548508644104,0.09131550043821335
LSUI,4034.jpg,Cross-image guide,28.528432846069336,0.9378459453582764,0.06795108318328857
LSUI,4033.jpg,Full spatial guide,25.654380798339844,0.8988222479820251,0.06479176878929138
LSUI,4034.jpg,Full spatial guide,29.67831039428711,0.9416038990020752,0.061588868498802185
LSUI,4035.jpg,Zero guide,25.122516632080078,0.8742795586585999,0.1499585211277008
LSUI,4036.jpg,Zero guide,29.03567886352539,0.9328717589378357,0.10747025907039642
LSUI,4035.jpg,Uniform guide,18.796857833862305,0.7916857600212097,0.22094261646270752
LSUI,4036.jpg,Uniform guide,24.78847312927246,0.8688328862190247,0.13099080324172974
LSUI,4035.jpg,Raw-input guide,31.063413619995117,0.9329473376274109,0.0648311972618103
LSUI,4036.jpg,Raw-input guide,30.37970733642578,0.9391530156135559,0.060181353241205215
LSUI,4035.jpg,Cross-image guide,31.059059143066406,0.921174943447113,0.06954678893089294
LSUI,4036.jpg,Cross-image guide,29.715858459472656,0.93986576795578,0.061876051127910614
LSUI,4035.jpg,Full spatial guide,31.14299964904785,0.9332003593444824,0.06470577418804169
LSUI,4036.jpg,Full spatial guide,30.39914894104004,0.9390113353729248,0.060297563672065735
LSUI,4037.jpg,Zero guide,26.26582145690918,0.9159868359565735,0.08917798101902008
LSUI,4038.jpg,Zero guide,24.19267463684082,0.8987036347389221,0.11555008590221405
LSUI,4037.jpg,Uniform guide,21.04079818725586,0.8643636107444763,0.1675437092781067
LSUI,4038.jpg,Uniform guide,28.344133377075195,0.9188683032989502,0.07988110184669495
LSUI,4037.jpg,Raw-input guide,30.62626075744629,0.9258087277412415,0.04025287926197052
LSUI,4038.jpg,Raw-input guide,29.960128784179688,0.9281377792358398,0.05743331089615822
LSUI,4037.jpg,Cross-image guide,29.48499870300293,0.9238505959510803,0.04120209440588951
LSUI,4038.jpg,Cross-image guide,28.835140228271484,0.9211173057556152,0.06888899207115173
LSUI,4037.jpg,Full spatial guide,30.540172576904297,0.9256603717803955,0.039918966591358185
LSUI,4038.jpg,Full spatial guide,29.947879791259766,0.9281622767448425,0.05740924924612045
LSUI,4039.jpg,Zero guide,28.54741668701172,0.9226253628730774,0.08666076511144638
LSUI,4040.jpg,Zero guide,23.7740535736084,0.8498939871788025,0.18033643066883087
LSUI,4039.jpg,Uniform guide,29.9444580078125,0.9338414072990417,0.07220323383808136
LSUI,4040.jpg,Uniform guide,23.134868621826172,0.8806816935539246,0.1596948504447937
LSUI,4039.jpg,Raw-input guide,31.477027893066406,0.9377207159996033,0.050946615636348724
LSUI,4040.jpg,Raw-input guide,31.07976722717285,0.9371067881584167,0.07865476608276367
LSUI,4039.jpg,Cross-image guide,31.0769100189209,0.9335452914237976,0.050358857959508896
LSUI,4040.jpg,Cross-image guide,29.33224868774414,0.9129082560539246,0.09346088767051697
LSUI,4039.jpg,Full spatial guide,31.46613883972168,0.937702476978302,0.050855688750743866
LSUI,4040.jpg,Full spatial guide,30.98727798461914,0.9375128746032715,0.07936345040798187
LSUI,4041.jpg,Zero guide,23.87946891784668,0.9149166941642761,0.08250071108341217
LSUI,4042.jpg,Zero guide,27.985118865966797,0.9202722907066345,0.17170199751853943
LSUI,4041.jpg,Uniform guide,25.5592041015625,0.9182873368263245,0.07790802419185638
LSUI,4042.jpg,Uniform guide,28.779752731323242,0.9219716191291809,0.17168399691581726
LSUI,4041.jpg,Raw-input guide,29.21419334411621,0.9179612994194031,0.05273532122373581
LSUI,4042.jpg,Raw-input guide,23.699064254760742,0.9185730814933777,0.14739279448986053
LSUI,4041.jpg,Cross-image guide,29.9080753326416,0.9198896288871765,0.051159314811229706
LSUI,4042.jpg,Cross-image guide,18.36484146118164,0.9034035801887512,0.2583269774913788
LSUI,4041.jpg,Full spatial guide,29.21402931213379,0.917962372303009,0.052708178758621216
LSUI,4042.jpg,Full spatial guide,22.85826873779297,0.916687548160553,0.15794464945793152
LSUI,4043.jpg,Zero guide,26.83526611328125,0.9096260070800781,0.10254141688346863
LSUI,4044.jpg,Zero guide,17.723695755004883,0.8404085040092468,0.11201953142881393
LSUI,4043.jpg,Uniform guide,23.864486694335938,0.8706812858581543,0.14095526933670044
LSUI,4044.jpg,Uniform guide,14.983220100402832,0.6801007390022278,0.22922863066196442
LSUI,4043.jpg,Raw-input guide,27.584896087646484,0.9138155579566956,0.06833633035421371
LSUI,4044.jpg,Raw-input guide,20.32721710205078,0.8659070134162903,0.09202079474925995
LSUI,4043.jpg,Cross-image guide,28.400297164916992,0.9146549701690674,0.06490904837846756
LSUI,4044.jpg,Cross-image guide,21.409395217895508,0.8747033476829529,0.09259509295225143
LSUI,4043.jpg,Full spatial guide,27.59164047241211,0.9138727188110352,0.06828635185956955
LSUI,4044.jpg,Full spatial guide,20.448816299438477,0.8664731383323669,0.09129706025123596
LSUI,4045.jpg,Zero guide,27.04800796508789,0.905329167842865,0.09605249762535095
LSUI,4046.jpg,Zero guide,26.959543228149414,0.9353969097137451,0.07897310703992844
LSUI,4045.jpg,Uniform guide,29.496417999267578,0.9206746220588684,0.06933633238077164
LSUI,4046.jpg,Uniform guide,22.831741333007812,0.8782013058662415,0.12953630089759827
LSUI,4045.jpg,Raw-input guide,29.394914627075195,0.9164896607398987,0.06254220753908157
LSUI,4046.jpg,Raw-input guide,30.6879825592041,0.9344213604927063,0.037861403077840805
LSUI,4045.jpg,Cross-image guide,29.701202392578125,0.9152688980102539,0.0656604915857315
LSUI,4046.jpg,Cross-image guide,30.321292877197266,0.947115421295166,0.039100531488657
LSUI,4045.jpg,Full spatial guide,29.417097091674805,0.9165844321250916,0.06253564357757568
LSUI,4046.jpg,Full spatial guide,30.69214630126953,0.9341650009155273,0.037883732467889786
LSUI,4047.jpg,Zero guide,27.499176025390625,0.9360108375549316,0.14113430678844452
LSUI,4048.jpg,Zero guide,27.756881713867188,0.9217174649238586,0.15610046684741974
LSUI,4047.jpg,Uniform guide,17.823577880859375,0.8525515198707581,0.28637948632240295
LSUI,4048.jpg,Uniform guide,27.64681625366211,0.92421555519104,0.13067509233951569
LSUI,4047.jpg,Raw-input guide,30.990657806396484,0.9431535601615906,0.06834027916193008
LSUI,4048.jpg,Raw-input guide,30.03522491455078,0.9283533692359924,0.09291517734527588
LSUI,4047.jpg,Cross-image guide,30.615970611572266,0.942600667476654,0.06613495200872421
LSUI,4048.jpg,Cross-image guide,29.317935943603516,0.9271104335784912,0.09748437255620956
LSUI,4047.jpg,Full spatial guide,31.007774353027344,0.9434320330619812,0.0685606449842453
LSUI,4048.jpg,Full spatial guide,30.039703369140625,0.9283502697944641,0.09316837787628174
LSUI,4049.jpg,Zero guide,20.988187789916992,0.9153764843940735,0.15471667051315308
LSUI,4050.jpg,Zero guide,26.734867095947266,0.9194812774658203,0.09409603476524353
LSUI,4049.jpg,Uniform guide,18.641183853149414,0.866319477558136,0.2252216935157776
LSUI,4050.jpg,Uniform guide,30.3687686920166,0.9341084361076355,0.061409614980220795
LSUI,4049.jpg,Raw-input guide,29.372974395751953,0.9365174770355225,0.07366221398115158
LSUI,4050.jpg,Raw-input guide,31.188819885253906,0.9358150362968445,0.05120045319199562
LSUI,4049.jpg,Cross-image guide,29.384624481201172,0.9369260668754578,0.08423487097024918
LSUI,4050.jpg,Cross-image guide,30.184133529663086,0.9305362701416016,0.05548114702105522
LSUI,4049.jpg,Full spatial guide,29.395048141479492,0.9364966750144958,0.07395277917385101
LSUI,4050.jpg,Full spatial guide,31.17485237121582,0.9357317090034485,0.05094785615801811
LSUI,4051.jpg,Zero guide,27.2548770904541,0.844743549823761,0.08603890985250473
LSUI,4052.jpg,Zero guide,29.766372680664062,0.9368888735771179,0.06923429667949677
LSUI,4051.jpg,Uniform guide,21.628387451171875,0.8414161801338196,0.14739787578582764
LSUI,4052.jpg,Uniform guide,22.291988372802734,0.9022817611694336,0.12757089734077454
LSUI,4051.jpg,Raw-input guide,31.351003646850586,0.9158580899238586,0.058515191078186035
LSUI,4052.jpg,Raw-input guide,32.255252838134766,0.9380543231964111,0.04804258048534393
LSUI,4051.jpg,Cross-image guide,31.055124282836914,0.8962686657905579,0.05517077445983887
LSUI,4052.jpg,Cross-image guide,31.300050735473633,0.9363948702812195,0.04746830463409424
LSUI,4051.jpg,Full spatial guide,31.35662269592285,0.915909469127655,0.058547988533973694
LSUI,4052.jpg,Full spatial guide,32.37315368652344,0.9383670687675476,0.04746314883232117
LSUI,4053.jpg,Zero guide,22.4053955078125,0.8147342801094055,0.22671228647232056
LSUI,4054.jpg,Zero guide,22.845279693603516,0.9084429740905762,0.10279884189367294
LSUI,4053.jpg,Uniform guide,22.141712188720703,0.8137199282646179,0.30328407883644104
LSUI,4054.jpg,Uniform guide,19.106830596923828,0.8563845753669739,0.15869662165641785
LSUI,4053.jpg,Raw-input guide,32.065399169921875,0.8671290278434753,0.12334147095680237
LSUI,4054.jpg,Raw-input guide,29.932329177856445,0.940138578414917,0.04358663409948349
LSUI,4053.jpg,Cross-image guide,26.257244110107422,0.8317551016807556,0.15648485720157623
LSUI,4054.jpg,Cross-image guide,29.72649574279785,0.93856281042099,0.04230213537812233
LSUI,4053.jpg,Full spatial guide,32.1457405090332,0.8673515915870667,0.12324552237987518
LSUI,4054.jpg,Full spatial guide,29.87200927734375,0.9395496249198914,0.04415126144886017
LSUI,4055.jpg,Zero guide,22.586605072021484,0.7900968194007874,0.06639815121889114
LSUI,4056.jpg,Zero guide,19.545589447021484,0.9214429259300232,0.09903356432914734
LSUI,4055.jpg,Uniform guide,25.140722274780273,0.8272018432617188,0.050264421850442886
LSUI,4056.jpg,Uniform guide,18.91988182067871,0.9086268544197083,0.15602239966392517
LSUI,4055.jpg,Raw-input guide,30.763826370239258,0.9002885222434998,0.02908482775092125
LSUI,4056.jpg,Raw-input guide,21.596458435058594,0.9319820404052734,0.0670919120311737
LSUI,4055.jpg,Cross-image guide,28.14405059814453,0.8152713775634766,0.03443918004631996
LSUI,4056.jpg,Cross-image guide,18.451316833496094,0.9130105972290039,0.07746157795190811
LSUI,4055.jpg,Full spatial guide,30.76486587524414,0.8994924426078796,0.029021130874753
LSUI,4056.jpg,Full spatial guide,21.681190490722656,0.9319677352905273,0.06820135563611984
LSUI,4057.jpg,Zero guide,28.698143005371094,0.9141926765441895,0.1805678755044937
LSUI,4058.jpg,Zero guide,27.996549606323242,0.9284381866455078,0.11828427761793137
LSUI,4057.jpg,Uniform guide,21.612987518310547,0.7871723175048828,0.24579757452011108
LSUI,4058.jpg,Uniform guide,19.60443878173828,0.836570680141449,0.22249111533164978
LSUI,4057.jpg,Raw-input guide,30.667221069335938,0.9208319783210754,0.11326707154512405
LSUI,4058.jpg,Raw-input guide,30.143869400024414,0.9356434941291809,0.05445902422070503
LSUI,4057.jpg,Cross-image guide,30.436904907226562,0.9200156331062317,0.1103888601064682
LSUI,4058.jpg,Cross-image guide,30.328815460205078,0.9351556897163391,0.057849299162626266
LSUI,4057.jpg,Full spatial guide,30.686254501342773,0.9208483695983887,0.11247320473194122
LSUI,4058.jpg,Full spatial guide,30.120079040527344,0.9354734420776367,0.05398021638393402
LSUI,4059.jpg,Zero guide,21.717483520507812,0.8788579106330872,0.21422776579856873
LSUI,4060.jpg,Zero guide,21.902772903442383,0.9022555351257324,0.09161224216222763
LSUI,4059.jpg,Uniform guide,19.521114349365234,0.8647427558898926,0.26528894901275635
LSUI,4060.jpg,Uniform guide,25.999034881591797,0.919026792049408,0.0934576541185379
LSUI,4059.jpg,Raw-input guide,28.088645935058594,0.9224461913108826,0.12035320699214935
LSUI,4060.jpg,Raw-input guide,23.894744873046875,0.8995512127876282,0.06750457733869553
LSUI,4059.jpg,Cross-image guide,29.347251892089844,0.9229552745819092,0.11058581620454788
LSUI,4060.jpg,Cross-image guide,24.718036651611328,0.9131755828857422,0.06765130162239075
LSUI,4059.jpg,Full spatial guide,28.113872528076172,0.9224165081977844,0.120191790163517
LSUI,4060.jpg,Full spatial guide,23.91252326965332,0.8991654515266418,0.06717398762702942
LSUI,4061.jpg,Zero guide,28.544410705566406,0.9416689872741699,0.09965545684099197
LSUI,4062.jpg,Zero guide,26.339916229248047,0.9090046882629395,0.18170350790023804
LSUI,4061.jpg,Uniform guide,26.606767654418945,0.9085791707038879,0.15448027849197388
LSUI,4062.jpg,Uniform guide,23.606983184814453,0.8713207244873047,0.3345165252685547
LSUI,4061.jpg,Raw-input guide,29.622270584106445,0.9396529197692871,0.07741789519786835
LSUI,4062.jpg,Raw-input guide,31.715923309326172,0.9170963168144226,0.0840890184044838
LSUI,4061.jpg,Cross-image guide,29.855060577392578,0.9403689503669739,0.07308919727802277
LSUI,4062.jpg,Cross-image guide,26.67658805847168,0.9113604426383972,0.17919853329658508
LSUI,4061.jpg,Full spatial guide,29.60895538330078,0.939398467540741,0.07702741771936417
LSUI,4062.jpg,Full spatial guide,31.720020294189453,0.917182981967926,0.08385051786899567
LSUI,4063.jpg,Zero guide,22.945735931396484,0.8750853538513184,0.14006823301315308
LSUI,4064.jpg,Zero guide,29.17371940612793,0.942976176738739,0.10736480355262756
LSUI,4063.jpg,Uniform guide,22.9222469329834,0.8477522730827332,0.16452015936374664
LSUI,4064.jpg,Uniform guide,22.336307525634766,0.8513185977935791,0.16766811907291412
LSUI,4063.jpg,Raw-input guide,30.493486404418945,0.93449467420578,0.04235010966658592
LSUI,4064.jpg,Raw-input guide,31.085487365722656,0.9472886919975281,0.06861178576946259
LSUI,4063.jpg,Cross-image guide,29.394304275512695,0.9372546076774597,0.04932539910078049
LSUI,4064.jpg,Cross-image guide,30.071792602539062,0.9327661991119385,0.09619396924972534
LSUI,4063.jpg,Full spatial guide,30.489803314208984,0.93446284532547,0.04233018308877945
LSUI,4064.jpg,Full spatial guide,31.376220703125,0.9479954838752747,0.06844288110733032
LSUI,4065.jpg,Zero guide,24.316434860229492,0.8444915413856506,0.12460626661777496
LSUI,4066.jpg,Zero guide,23.437274932861328,0.8635780811309814,0.12254411727190018
LSUI,4065.jpg,Uniform guide,19.235660552978516,0.8309407830238342,0.1843242049217224
LSUI,4066.jpg,Uniform guide,17.948890686035156,0.7682600021362305,0.24192075431346893
LSUI,4065.jpg,Raw-input guide,31.02870750427246,0.9316496253013611,0.0602589026093483
LSUI,4066.jpg,Raw-input guide,27.253305435180664,0.8818475604057312,0.10941031575202942
LSUI,4065.jpg,Cross-image guide,30.875171661376953,0.9328654408454895,0.06070050597190857
LSUI,4066.jpg,Cross-image guide,24.232746124267578,0.8773536682128906,0.11176079511642456
LSUI,4065.jpg,Full spatial guide,31.028797149658203,0.9316903948783875,0.06026329845190048
LSUI,4066.jpg,Full spatial guide,27.343387603759766,0.8819484710693359,0.10950900614261627
LSUI,4067.jpg,Zero guide,29.012248992919922,0.9452078938484192,0.08294060826301575
LSUI,4068.jpg,Zero guide,24.029619216918945,0.930901288986206,0.14573310315608978
LSUI,4067.jpg,Uniform guide,29.191864013671875,0.9429245591163635,0.07772120088338852
LSUI,4068.jpg,Uniform guide,19.143665313720703,0.824742317199707,0.2458670288324356
LSUI,4067.jpg,Raw-input guide,26.8802490234375,0.9241189956665039,0.0886753499507904
LSUI,4068.jpg,Raw-input guide,25.68364906311035,0.9306786060333252,0.10572792589664459
LSUI,4067.jpg,Cross-image guide,31.126911163330078,0.9459471702575684,0.06815658509731293
LSUI,4068.jpg,Cross-image guide,22.40032196044922,0.9099789261817932,0.14393597841262817
LSUI,4067.jpg,Full spatial guide,27.198566436767578,0.9261837005615234,0.085914246737957
LSUI,4068.jpg,Full spatial guide,25.568464279174805,0.9300868511199951,0.1065022200345993
